3.996747e+002,0.000000e+000
4.001569e+002,2.439952e+001
4.006390e+002,2.401889e+001
4.011211e+002,2.354457e+001
4.016032e+002,2.317152e+001
4.020853e+002,2.303890e+001
4.025674e+002,2.315965e+001
4.030496e+002,2.341814e+001
4.035317e+002,2.363622e+001
4.040138e+002,2.366550e+001
4.044959e+002,2.345860e+001
4.049780e+002,2.308840e+001
4.054601e+002,2.271124e+001
4.059423e+002,2.248125e+001
4.064244e+002,2.246134e+001
4.069065e+002,2.258824e+001
4.073886e+002,2.272029e+001
4.078707e+002,2.272796e+001
4.083528e+002,2.256850e+001
4.088350e+002,2.236308e+001
4.093171e+002,2.222544e+001
4.097992e+002,2.216620e+001
4.102813e+002,2.214743e+001
4.107634e+002,2.235781e+001
4.112455e+002,2.253856e+001
4.117277e+002,2.261275e+001
4.122098e+002,2.249305e+001
4.126919e+002,2.225259e+001
4.131740e+002,2.204189e+001
4.136561e+002,2.197997e+001
4.141382e+002,2.189447e+001
4.146204e+002,2.200828e+001
4.151025e+002,2.220719e+001
4.155846e+002,2.232127e+001
4.160667e+002,2.228348e+001
4.165488e+002,2.211953e+001
4.170309e+002,2.192370e+001
4.175131e+002,2.176564e+001
4.179952e+002,2.171732e+001
4.184773e+002,2.168998e+001
4.189594e+002,2.174020e+001
4.194415e+002,2.160338e+001
4.199236e+002,2.126397e+001
4.204058e+002,2.086430e+001
4.208879e+002,2.059303e+001
4.213700e+002,2.052165e+001
4.218521e+002,2.050164e+001
4.223342e+002,2.061081e+001
4.228163e+002,2.074568e+001
4.232985e+002,2.074967e+001
4.237806e+002,2.054418e+001
4.242627e+002,2.025397e+001
4.247448e+002,1.997974e+001
4.252269e+002,1.980880e+001
4.257090e+002,1.978325e+001
4.261912e+002,1.990521e+001
4.266733e+002,2.002001e+001
4.271554e+002,2.004186e+001
4.276375e+002,1.994205e+001
4.281196e+002,1.976274e+001
4.286017e+002,1.958745e+001
4.290839e+002,1.951279e+001
4.295660e+002,1.953947e+001
4.300481e+002,1.968282e+001
4.305302e+002,1.981263e+001
4.310123e+002,1.986344e+001
4.314944e+002,1.977881e+001
4.319766e+002,1.959681e+001
4.324587e+002,1.940990e+001
4.329408e+002,1.930426e+001
4.334229e+002,1.932509e+001
4.339050e+002,1.944701e+001
